iter	RMSE
156	50.95289523
157	50.89674794
158	50.80801078
159	50.66415561
160	50.62759439
161	50.55082301
162	50.47271166
163	50.41193372
164	50.37112567
165	50.27804578
166	50.21583685
167	50.14710442
168	50.07475737
169	49.99875074
170	49.94083833
171	49.87747953
172	49.7813325
173	49.72843241
174	49.62197683
175	49.5581002
176	49.48170175
177	49.43139611
178	49.37144615
179	49.29164295
180	49.15212163
181	49.07623638
182	49.0140162
183	48.97943834
184	48.91956325
185	48.83711053
186	48.75283483
187	48.70076887
188	48.60505289
189	48.54396132
190	48.37875736
191	48.33366194
192	48.29038436
193	48.19008704
194	48.1001737
195	48.02424073
196	47.94621267
197	47.87145369
198	47.81272595
199	47.71170222
200	47.64648563
201	47.56290028
202	47.52196727
203	47.42126815
204	47.36010102
205	47.28361038
206	47.25954035
207	47.16900768
208	47.06418282
209	46.99264465
210	46.93487873
211	46.84161139
212	46.78452883
213	46.7032369
214	46.61617548
215	46.55787068
216	46.49475473
217	46.44311081
218	46.36947355
219	46.32840231
220	46.24917554
221	46.17249536
222	46.10532087
223	46.0524812
224	45.97737008
225	45.94360369
226	45.87145097
227	45.81163644
228	45.75135358
229	45.69051738
230	45.62663317
231	45.59709673
232	45.5346226
233	45.4793398
234	45.39411085
235	45.3358014
236	45.30434646
237	45.24153374
238	45.16011205
239	45.09743586
240	45.05910045
241	45.00192134
242	44.94591306
243	44.90270857
244	44.83901669
245	44.72525052
246	44.60557806
247	44.54582088
248	44.43322046
249	44.37872574
250	44.31127764
251	44.23353957
252	44.1652176
253	44.09419155
254	43.99835142
255	43.94864772
256	43.87166676
257	43.82373707
258	43.77535897
259	43.73201065
260	43.69633483
261	43.64928863
262	43.60419607
263	43.54867365
264	43.48140648
265	43.4351721
266	43.33349199
267	43.29884105
268	43.23819557
269	43.18368723
270	43.1419201
271	43.09250737
272	42.9934894
273	42.9538511
274	42.88576793
275	42.83930834
276	42.77154001
277	42.69314104
278	42.63131403
279	42.56673363
280	42.50919897
281	42.47107322
282	42.42721056
283	42.40666494
284	42.31007789
285	42.267325
286	42.22652738
287	42.20305777
288	42.15528307
289	42.08913514
290	42.01696823
291	41.96384397
292	41.90036092
293	41.84296715
294	41.79148382
295	41.76004435
296	41.70985856
297	41.65255083
298	41.59539807
299	41.5698434
300	41.502172
301	41.46064948
302	41.42882279
303	41.37091337
304	41.31174823
305	41.24652929
306	41.1430917
307	41.1151194
308	41.02712625
309	40.98708402
310	40.91378377
311	40.84757226
312	40.82430301
313	40.79147834
314	40.74619801
315	40.70378869
316	40.66595992
317	40.63355305
318	40.58867945
319	40.54673248
320	40.48272843
321	40.45034026
322	40.37218187
323	40.30867937
324	40.21649248
325	40.17147013
326	40.10723395
327	40.07413981
328	40.03376476
329	39.98397315
330	39.95397915
331	39.91099837
332	39.86873162
333	39.82117091
334	39.77416974
335	39.75616873
336	39.70162763
337	39.6539177
338	39.55859737
339	39.46722213
340	39.3884003
341	39.34433553
342	39.2899819
343	39.23747704
344	39.14013993
345	39.0875008
346	39.0060333
347	38.96628004
348	38.88692207
349	38.87409856
350	38.83059578
351	38.74312908
352	38.67322347
353	38.6316458
354	38.58535181
355	38.53760839
356	38.48238829
357	38.44056893
358	38.40111293
359	38.33303598
360	38.28393019
361	38.23511415
362	38.16900049
363	38.1344618
364	38.07098552
365	38.01845603
366	37.98666072
367	37.95293491
368	37.89331721
369	37.87271072
370	37.836335
371	37.77041419
372	37.73198508
373	37.67487695
374	37.65738072
375	37.58255983
376	37.52079644
377	37.48445577
378	37.42131282
379	37.39804594
380	37.36916655
381	37.31825298
382	37.29115786
383	37.24233676
384	37.18425976
385	37.10903744
386	37.03182557
387	36.96112167
388	36.9148576
389	36.86738253
390	36.83980047
391	36.81684662
392	36.76333629
393	36.72166101
394	36.66630115
395	36.6436135
396	36.58451481
397	36.52521798
398	36.46809431
399	36.40130301
400	36.3437477
401	36.28922918
402	36.25019435
403	36.20408606
404	36.16230722
405	36.09105624
406	36.05095202
407	36.00918817
408	35.97248622
409	35.90663523
410	35.88624778
411	35.83167584
412	35.81078771
413	35.73395087
414	35.68807484
415	35.63742542
416	35.60278368
417	35.54414779
418	35.47700994
419	35.44991538
420	35.3807371
421	35.32565678
422	35.2608259
423	35.20986741
424	35.15999193
425	35.10123864
426	35.03643889
427	34.99239321
428	34.93635875
429	34.89541525
430	34.85744655
431	34.80071524
432	34.76181279
433	34.74181766
434	34.69909048
435	34.66930817
436	34.60405235
437	34.55584547
438	34.50038069
439	34.45856806
440	34.42210741
441	34.37897267
442	34.32140545
443	34.27359941
444	34.20694384
445	34.17318745
446	34.1215983
447	34.10842818
448	34.06861162
449	34.04427602
450	33.99927656
451	33.96697445
452	33.93186347
453	33.8857815
454	33.85893098
455	33.82858687
456	33.78447881
457	33.72660181
458	33.68898685
459	33.630802
460	33.58279084
461	33.54967333
462	33.51410425
463	33.47778822
464	33.45414813
465	33.4251303
466	33.39295078
467	33.34077406
468	33.30224426
469	33.25009156
470	33.23224921
471	33.21329395
472	33.19848503
473	33.14791693
474	33.10471807
475	33.05211931
476	32.99682173
477	32.97603951
478	32.95777237
479	32.92358173
480	32.90003766
481	32.85896394
482	32.82843482
483	32.76870077
484	32.73724001
485	32.68323285
486	32.60312573
487	32.57080354
488	32.51019109
489	32.4830078
490	32.44289622
491	32.40654047
492	32.3442894
493	32.31643154
494	32.24989663
495	32.23555696
496	32.20877183
497	32.1744423
498	32.15410603
499	32.09559174
500	32.07727261
501	32.03746188
502	32.02704443
503	32.00606718
504	31.93951661
505	31.89677632
506	31.87481749
507	31.8181752
508	31.7845338
509	31.71097585
510	31.6422296
511	31.61921577
512	31.58545561
513	31.55686116
514	31.53074787
515	31.49112266
516	31.4671381
517	31.43154606
518	31.4050161
519	31.36932556
520	31.33344686
521	31.3161871
522	31.26641956
523	31.2175621
524	31.19082507
525	31.14007012
526	31.10858632
527	31.0958772
528	31.06325146
529	31.02345285
530	30.97975926
531	30.95873105
532	30.88994479
533	30.85849261
534	30.79278957
535	30.75452715
536	30.73277832
537	30.70059898
538	30.67011853
539	30.63706579
540	30.61817876
541	30.54749697
542	30.52095081
543	30.49508677
544	30.47134457
545	30.44439895
546	30.4169083
547	30.38604679
548	30.33296873
549	30.30087401
550	30.26700306
551	30.25120524
552	30.21745209
553	30.15633841
554	30.12558515
555	30.09586131
556	30.06607739
557	30.03458733
558	30.01791033
559	29.98211282
560	29.96620654
561	29.94924917
562	29.93288476
563	29.90145361
564	29.8717547
565	29.8457661
566	29.81724614
567	29.78129799
568	29.69232041
569	29.68718515
570	29.63022091
571	29.58834468
572	29.54765005
573	29.51953734
574	29.43991918
575	29.39663075
576	29.35014422
577	29.29685654
578	29.23755749
579	29.20903137
580	29.18315637
581	29.16417872
582	29.11728006
583	29.09188046
584	29.07500313
585	29.05060355
586	29.01744985
587	28.98252944
588	28.92997553
589	28.91003829
590	28.86674997
591	28.84039901
592	28.80849423
593	28.77164912
594	28.72809612
595	28.69066785
596	28.6570267
597	28.62309353
598	28.60771679
599	28.57049961
600	28.55393487
601	28.53984433
602	28.51296954
603	28.48847341
604	28.42777623
605	28.3614599
606	28.33943658
607	28.32261616
608	28.30149213
609	28.28431602
610	28.26761888
611	28.24363797
612	28.22204385
613	28.18362797
614	28.15405351
615	28.12441499
616	28.08524088
617	28.05865445
618	28.01725755
619	27.98424907
620	27.93399039
621	27.90852902
622	27.87776949
623	27.85313434
624	27.82289443
625	27.79764548
626	27.71586363
627	27.67176301
628	27.64579505
629	27.62238042
630	27.57856266
631	27.53368022
632	27.48255528
633	27.4485669
634	27.41504761
635	27.39166699
636	27.36615275
637	27.35967311
638	27.31831051
639	27.2780678
640	27.27188307
641	27.20619381
642	27.17744638
643	27.14627258
644	27.11234795
645	27.08576472
646	27.05486951
647	27.02155062
648	27.01171912
649	26.99908453
650	26.96359341
651	26.93323769
652	26.90243227
653	26.89272568
654	26.86548876
655	26.82159569
656	26.80169633
657	26.75655382
658	26.74401103
659	26.70694634
660	26.68498958
661	26.65861878
662	26.63967869
663	26.62304298
664	26.60827509
665	26.57742495
666	26.54856066
667	26.50897748
668	26.48541149
669	26.44763434
670	26.41011891
671	26.39156118
672	26.3417407
673	26.31379825
674	26.29477706
675	26.26703735
676	26.24335373
677	26.22339294
678	26.17432552
679	26.15929536
680	26.1449523
681	26.10985278
682	26.09314449
683	26.07206575
684	26.06667567
685	26.03450824
686	26.00174505
687	25.95465493
688	25.91830449
689	25.88244187
690	25.85821678
691	25.83048118
692	25.80237876
693	25.78254459
694	25.77635289
695	25.76388356
696	25.74161449
697	25.73172337
698	25.70326192
699	25.68977503
700	25.65565097
701	25.62027541
702	25.60342036
703	25.55859906
704	25.53391964
705	25.50813715
706	25.49173998
707	25.46207304
708	25.41752259
709	25.40712476
710	25.38252369
711	25.34773963
712	25.31753396
713	25.28587776
714	25.27125114
715	25.22621777
716	25.20413527
717	25.17831561
718	25.14817006
719	25.07632975
720	25.05335664
721	25.01184899
722	24.98369164
723	24.9634881
724	24.93140804
725	24.91359061
726	24.89155193
727	24.8817922
728	24.85401916
729	24.8135361
730	24.79458953
731	24.78424512
732	24.74501521
733	24.71551501
734	24.69163114
735	24.66121538
736	24.62942438
737	24.59478286
738	24.57321651
739	24.55096287
740	24.53981471
741	24.51736611
742	24.4883504
743	24.45921249
744	24.44456297
745	24.435484
746	24.39264009
747	24.38066959
748	24.36953602
749	24.35665384
750	24.32518582
751	24.28626531
752	24.25703093
753	24.2343021
754	24.19572656
755	24.16865872
756	24.15192375
757	24.13193507
758	24.10621636
759	24.08316314
760	24.03747624
761	23.97909457
762	23.94902272
763	23.91897137
764	23.86209464
765	23.83297742
766	23.81152646
767	23.77862711
768	23.74268884
769	23.72827527
770	23.71112615
771	23.6957039
772	23.66428872
773	23.63864858
774	23.61659834
775	23.57785396
776	23.53152088
777	23.50117783
778	23.46803031
779	23.44565634
780	23.43385159
781	23.40652682
782	23.38587808
783	23.36487419
784	23.33149187
785	23.31388516
786	23.2680942
787	23.26062657
788	23.23149245
789	23.21132341
790	23.16779684
791	23.13662629
792	23.10461823
793	23.08778089
794	23.07173159
795	23.05177184
796	23.03206797
797	23.00297273
798	22.98473625
799	22.96267962
800	22.94700659
801	22.91945126
802	22.88996496
803	22.87591341
804	22.85058657
805	22.83144474
806	22.79734203
807	22.78163594
808	22.75358478
809	22.72798397
810	22.70638298
811	22.68083919
812	22.66261716
813	22.64427214
814	22.6204559
815	22.58906834
816	22.54870042
817	22.51319815
818	22.46842631
819	22.45602643
820	22.43741693
821	22.42289423
822	22.39628997
823	22.386513
824	22.35014004
825	22.31798204
826	22.29025767
827	22.25795079
828	22.23562579
829	22.22701494
830	22.17338065
831	22.14784172
832	22.12589534
833	22.0863576
834	22.06671757
835	22.04044703
836	22.03047658
837	22.01616314
838	21.98796815
839	21.9407905
840	21.91785372
841	21.88844536
842	21.86035948
843	21.82382349
844	21.78544191
845	21.76840941
846	21.7490463
847	21.7162782
848	21.68389879
849	21.63722901
850	21.61148761
851	21.59208255
852	21.5766494
853	21.55440987
854	21.53957659
855	21.52529585
856	21.49551004
857	21.47277432
858	21.4427814
859	21.42651482
860	21.39395991
861	21.37262403
862	21.3507209
863	21.33125282
864	21.31339255
865	21.29675101
866	21.26541191
867	21.23547412
868	21.21332103
869	21.18269751
870	21.15184674
871	21.13959213
872	21.1183083
873	21.0999476
874	21.08336169
875	21.06899687
876	21.04795526
877	21.02517761
878	21.00083671
879	20.97985513
880	20.95293116
881	20.92996275
882	20.91640826
883	20.9067641
884	20.89745706
885	20.84889809
886	20.82612036
887	20.81722674
888	20.79769854
889	20.76864623
890	20.74916736
891	20.7191845
892	20.68269734
893	20.66383281
894	20.65462496
895	20.63764247
896	20.60835964
897	20.57748513
898	20.56459243
899	20.53315202
900	20.52086353
901	20.5060517
902	20.46543513
903	20.4539233
904	20.43605872
905	20.42218949
906	20.39886622
907	20.38157152
908	20.35975424
909	20.34413842
910	20.31852676
911	20.30497445
912	20.28173449
913	20.27303235
914	20.22841773
915	20.20680032
916	20.18651553
917	20.17618317
918	20.15560358
919	20.1335691
920	20.10138878
921	20.08939993
922	20.05120665
923	20.0335834
924	20.01754965
925	20.00216602
926	19.98628762
927	19.95891308
928	19.93956695
929	19.92644824
930	19.91381896
931	19.90354977
932	19.87334891
933	19.86621836
934	19.8535377
935	19.83646162
936	19.81419486
937	19.79520498
938	19.76527128
939	19.75308766
940	19.73336138
941	19.69892729
942	19.68014501
943	19.65500063
944	19.6276576
945	19.60868285
946	19.59918791
947	19.59081538
948	19.57502495
949	19.53608147
950	19.52160747
951	19.49399864
952	19.47567889
953	19.45704215
954	19.43521464
955	19.38151792
956	19.36441504
957	19.34123574
958	19.32568544
959	19.30112056
960	19.27315035
961	19.23353053
962	19.21683974
963	19.19389734
964	19.1879534
965	19.17784898
966	19.16115768
967	19.15278635
968	19.14546782
969	19.12814603
970	19.11181684
971	19.08879772
972	19.07901734
973	19.05689737
974	19.03396434
975	19.02369837
976	19.003701
977	18.97206277
978	18.9563767
979	18.92229912
980	18.90924602
981	18.87525314
982	18.86204154
983	18.84148678
984	18.83624035
985	18.82781797
986	18.80451385
987	18.78083872
988	18.76222837
989	18.74784996
990	18.72892216
991	18.7191268
992	18.70113516
993	18.68449137
994	18.66707784
995	18.64006686
996	18.6177698
997	18.59845163
998	18.58370149
999	18.57816318
8.21526286
808006
804
